sourceName	(edgeType)	targetName
CatalogEntry	referencedItem	PlanDefinition
CatalogEntry	referencedItem	HealthcareService
CatalogEntry	referencedItem	Medication
CatalogEntryRelatedEntry	item	CatalogEntry
ChargeItem	account	Account
ChargeItem	context	Encounter
ChargeItem	context	EpisodeOfCare
ChargeItem	costCenter	Organization
ChargeItem	definitionCanonical	ChargeItemDefinition
ChargeItem	enterer	Practitioner
ChargeItem	enterer	Device
ChargeItem	enterer	Patient
ChargeItem	enterer	PractitionerRole
ChargeItem	enterer	Organization
ChargeItem	enterer	RelatedPerson
ChargeItem	partOf	ChargeItem
ChargeItem	performingOrganization	Organization
ChargeItem	productReference	Medication
ChargeItem	productReference	Substance
ChargeItem	productReference	Device
ChargeItem	requestingOrganization	Organization
ChargeItem	service	ImagingStudy
ChargeItem	service	Procedure
ChargeItem	service	DiagnosticReport
ChargeItem	service	MedicationDispense
ChargeItem	service	SupplyDelivery
ChargeItem	service	Immunization
ChargeItem	service	MedicationAdministration
ChargeItem	service	Observation
ChargeItem	subject	Group
ChargeItem	subject	Patient
ChargeItem	supportingInformation	Resource
ChargeItemPerformer	actor	Practitioner
ChargeItemPerformer	actor	Device
ChargeItemPerformer	actor	Patient
ChargeItemPerformer	actor	PractitionerRole
ChargeItemPerformer	actor	Organization
ChargeItemPerformer	actor	CareTeam
ChargeItemPerformer	actor	RelatedPerson
ChargeItemDefinition	instance	Medication
ChargeItemDefinition	instance	Substance
ChargeItemDefinition	instance	Device
ChargeItemDefinition	partOf	ChargeItemDefinition
ChargeItemDefinition	replaces	ChargeItemDefinition
CitationCitedArtifactClassificationWhoClassified	organization	Organization
CitationCitedArtifactClassificationWhoClassified	person	Practitioner
CitationCitedArtifactClassificationWhoClassified	person	Person
CitationCitedArtifactClassificationWhoClassified	publisher	Organization
CitationCitedArtifactPart	baseCitation	Citation
CitationCitedArtifactPublicationFormPublishedIn	publisher	Organization
CitationCitedArtifactRelatesTo	targetReference	Resource
CitationCitedArtifactVersion	baseCitation	Citation
CitationRelatesTo	targetReference	Resource
Claim	enterer	Practitioner
Claim	enterer	PractitionerRole
Claim	facility	Location
Claim	insurer	Organization
Claim	originalPrescription	MedicationRequest
Claim	originalPrescription	DeviceRequest
Claim	originalPrescription	VisionPrescription
Claim	patient	Patient
Claim	prescription	MedicationRequest
Claim	prescription	DeviceRequest
Claim	prescription	VisionPrescription
Claim	provider	Practitioner
Claim	provider	PractitionerRole
Claim	provider	Organization
Claim	referral	ServiceRequest
ClaimAccident	locationReference	Location
ClaimCareTeam	provider	Practitioner
ClaimCareTeam	provider	PractitionerRole
ClaimCareTeam	provider	Organization
ClaimDiagnosis	diagnosisReference	Condition
ClaimInsurance	claimResponse	ClaimResponse
ClaimInsurance	coverage	Coverage
ClaimItem	encounter	Encounter
ClaimItem	locationReference	Location
ClaimItem	udi	Device
ClaimItemDetail	udi	Device
ClaimItemDetailSubDetail	udi	Device
ClaimPayee	party	Practitioner
ClaimPayee	party	Patient
ClaimPayee	party	PractitionerRole
ClaimPayee	party	RelatedPerson
ClaimPayee	party	Organization
ClaimProcedure	procedureReference	Procedure
ClaimProcedure	udi	Device
ClaimRelated	claim	Claim
ClaimSupportingInfo	valueReference	Resource
ClaimResponse	communicationRequest	CommunicationRequest
ClaimResponse	insurer	Organization
ClaimResponse	patient	Patient
ClaimResponse	request	Claim
ClaimResponse	requestor	Practitioner
ClaimResponse	requestor	PractitionerRole
ClaimResponse	requestor	Organization
ClaimResponseAddItem	locationReference	Location
ClaimResponseAddItem	provider	Practitioner
ClaimResponseAddItem	provider	PractitionerRole
ClaimResponseAddItem	provider	Organization
ClaimResponseInsurance	claimResponse	ClaimResponse
ClaimResponseInsurance	coverage	Coverage
ClinicalImpression	assessor	Practitioner
ClinicalImpression	assessor	PractitionerRole
ClinicalImpression	encounter	Encounter
ClinicalImpression	previous	ClinicalImpression
ClinicalImpression	problem	Condition
ClinicalImpression	problem	AllergyIntolerance
ClinicalImpression	prognosisReference	RiskAssessment
ClinicalImpression	subject	Group
ClinicalImpression	subject	Patient
ClinicalImpression	supportingInfo	Resource
ClinicalImpressionFinding	itemReference	Condition
ClinicalImpressionFinding	itemReference	Media
ClinicalImpressionFinding	itemReference	Observation
ClinicalImpressionInvestigation	item	ImagingStudy
ClinicalImpressionInvestigation	item	Media
ClinicalImpressionInvestigation	item	DiagnosticReport
ClinicalImpressionInvestigation	item	QuestionnaireResponse
ClinicalImpressionInvestigation	item	RiskAssessment
ClinicalImpressionInvestigation	item	FamilyMemberHistory
ClinicalImpressionInvestigation	item	Observation
ClinicalUseDefinition	population	Group
ClinicalUseDefinition	subject	Device
ClinicalUseDefinition	subject	ActivityDefinition
ClinicalUseDefinition	subject	MedicinalProductDefinition
ClinicalUseDefinition	subject	PlanDefinition
ClinicalUseDefinition	subject	DeviceDefinition
ClinicalUseDefinition	subject	Medication
ClinicalUseDefinition	subject	Substance
ClinicalUseDefinitionContraindication	comorbidity	ObservationDefinition
ClinicalUseDefinitionContraindication	diseaseStatus	ObservationDefinition
ClinicalUseDefinitionContraindication	diseaseSymptomProcedure	ObservationDefinition
ClinicalUseDefinitionContraindication	indication	ClinicalUseDefinition
ClinicalUseDefinitionContraindicationOtherTherapy	therapy	ActivityDefinition
ClinicalUseDefinitionContraindicationOtherTherapy	therapy	MedicinalProductDefinition
ClinicalUseDefinitionContraindicationOtherTherapy	therapy	SubstanceDefinition
ClinicalUseDefinitionContraindicationOtherTherapy	therapy	Medication
ClinicalUseDefinitionContraindicationOtherTherapy	therapy	Substance
ClinicalUseDefinitionIndication	comorbidity	ObservationDefinition
ClinicalUseDefinitionIndication	diseaseStatus	ObservationDefinition
ClinicalUseDefinitionIndication	diseaseSymptomProcedure	ObservationDefinition
ClinicalUseDefinitionIndication	intendedEffect	ObservationDefinition
ClinicalUseDefinitionIndication	undesirableEffect	ClinicalUseDefinition
ClinicalUseDefinitionInteraction	effect	ObservationDefinition
ClinicalUseDefinitionInteractionInteractant	itemReference	Medication
ClinicalUseDefinitionInteractionInteractant	itemReference	MedicinalProductDefinition
ClinicalUseDefinitionInteractionInteractant	itemReference	ObservationDefinition
ClinicalUseDefinitionInteractionInteractant	itemReference	Substance
ClinicalUseDefinitionUndesirableEffect	symptomConditionEffect	ObservationDefinition
CodeSystem	supplements	CodeSystem
CodeSystem	valueSet	ValueSet
Communication	about	Resource
Communication	basedOn	Resource
Communication	encounter	Encounter
Communication	inResponseTo	Communication
Communication	instantiatesCanonical	ActivityDefinition
Communication	instantiatesCanonical	PlanDefinition
Communication	instantiatesCanonical	Measure
Communication	instantiatesCanonical	Questionnaire
Communication	instantiatesCanonical	OperationDefinition
Communication	partOf	Resource
Communication	reasonReference	Condition
Communication	reasonReference	DocumentReference
Communication	reasonReference	DiagnosticReport
Communication	reasonReference	Observation
Communication	recipient	Practitioner
Communication	recipient	Device
Communication	recipient	Patient
Communication	recipient	PractitionerRole
Communication	recipient	Organization
Communication	recipient	RelatedPerson
Communication	recipient	Group
Communication	recipient	CareTeam
Communication	recipient	HealthcareService
Communication	sender	Practitioner
Communication	sender	Device
Communication	sender	Patient
Communication	sender	PractitionerRole
Communication	sender	Organization
Communication	sender	RelatedPerson
Communication	sender	HealthcareService
Communication	subject	Group
Communication	subject	Patient
CommunicationPayload	contentReference	Resource
CommunicationRequest	about	Resource
CommunicationRequest	basedOn	Resource
CommunicationRequest	encounter	Encounter
CommunicationRequest	reasonReference	Condition
CommunicationRequest	reasonReference	DocumentReference
CommunicationRequest	reasonReference	DiagnosticReport
CommunicationRequest	reasonReference	Observation
CommunicationRequest	recipient	Practitioner
CommunicationRequest	recipient	Device
CommunicationRequest	recipient	Patient
CommunicationRequest	recipient	PractitionerRole
CommunicationRequest	recipient	Organization
CommunicationRequest	recipient	RelatedPerson
CommunicationRequest	recipient	Group
CommunicationRequest	recipient	CareTeam
CommunicationRequest	recipient	HealthcareService
CommunicationRequest	replaces	CommunicationRequest
CommunicationRequest	requester	Practitioner
CommunicationRequest	requester	Device
CommunicationRequest	requester	Patient
CommunicationRequest	requester	PractitionerRole
CommunicationRequest	requester	RelatedPerson
CommunicationRequest	requester	Organization
CommunicationRequest	sender	Practitioner
CommunicationRequest	sender	Device
CommunicationRequest	sender	Patient
CommunicationRequest	sender	PractitionerRole
CommunicationRequest	sender	Organization
CommunicationRequest	sender	RelatedPerson
CommunicationRequest	sender	HealthcareService
CommunicationRequest	subject	Group
CommunicationRequest	subject	Patient
CommunicationRequestPayload	contentReference	Resource
Composition	author	Practitioner
Composition	author	Device
Composition	author	Patient
Composition	author	PractitionerRole
Composition	author	RelatedPerson
Composition	author	Organization
Composition	custodian	Organization
Composition	encounter	Encounter
Composition	subject	Resource
CompositionAttester	party	Practitioner
CompositionAttester	party	Patient
CompositionAttester	party	PractitionerRole
CompositionAttester	party	RelatedPerson
CompositionAttester	party	Organization
CompositionEvent	detail	Resource
CompositionRelatesTo	targetReference	Composition
CompositionSection	author	Practitioner
CompositionSection	author	Device
CompositionSection	author	Patient
CompositionSection	author	PractitionerRole
CompositionSection	author	RelatedPerson
CompositionSection	author	Organization
CompositionSection	entry	Resource
CompositionSection	focus	Resource
ConceptMap	sourceCanonical	ValueSet
ConceptMap	targetCanonical	ValueSet
ConceptMapGroupElementTargetDependsOn	system	CodeSystem
ConceptMapGroupUnmapped	url	ConceptMap
Condition	asserter	Practitioner
Condition	asserter	PractitionerRole
Condition	asserter	RelatedPerson
Condition	asserter	Patient
Condition	encounter	Encounter
Condition	recorder	Practitioner
Condition	recorder	PractitionerRole
Condition	recorder	RelatedPerson
Condition	recorder	Patient
Condition	subject	Group
Condition	subject	Patient
ConditionEvidence	detail	Resource
ConditionStage	assessment	ClinicalImpression
ConditionStage	assessment	DiagnosticReport
ConditionStage	assessment	Observation
Consent	organization	Organization
Consent	patient	Patient
Consent	performer	Practitioner
Consent	performer	Patient
Consent	performer	PractitionerRole
Consent	performer	RelatedPerson
Consent	performer	Organization
Consent	sourceReference	DocumentReference
Consent	sourceReference	Consent
Consent	sourceReference	Contract
Consent	sourceReference	QuestionnaireResponse
ConsentProvisionActor	reference	Practitioner
ConsentProvisionActor	reference	Device
ConsentProvisionActor	reference	Patient
ConsentProvisionActor	reference	Group
ConsentProvisionActor	reference	Organization
ConsentProvisionActor	reference	CareTeam
ConsentProvisionActor	reference	RelatedPerson
ConsentProvisionActor	reference	PractitionerRole
ConsentProvisionData	reference	Resource
ConsentVerification	verifiedWith	RelatedPerson
ConsentVerification	verifiedWith	Patient
Contract	author	Practitioner
Contract	author	PractitionerRole
Contract	author	Organization
Contract	author	Patient
Contract	authority	Organization
Contract	domain	Location
Contract	instantiatesCanonical	Contract
Contract	legallyBindingReference	Composition
Contract	legallyBindingReference	DocumentReference
Contract	legallyBindingReference	Contract
Contract	legallyBindingReference	QuestionnaireResponse
Contract	relevantHistory	Provenance
Contract	site	Location
Contract	subject	Resource
Contract	supportingInfo	Resource
Contract	topicReference	Resource
ContractContentDefinition	publisher	Practitioner
ContractContentDefinition	publisher	PractitionerRole
ContractContentDefinition	publisher	Organization
ContractFriendly	contentReference	Composition
ContractFriendly	contentReference	DocumentReference
ContractFriendly	contentReference	QuestionnaireResponse
ContractLegal	contentReference	Composition
ContractLegal	contentReference	DocumentReference
ContractLegal	contentReference	QuestionnaireResponse
ContractRule	contentReference	DocumentReference
ContractSigner	party	Practitioner
ContractSigner	party	Patient
ContractSigner	party	PractitionerRole
ContractSigner	party	RelatedPerson
ContractSigner	party	Organization
ContractTerm	topicReference	Resource
ContractTermAction	context	Encounter
ContractTermAction	context	EpisodeOfCare
ContractTermAction	performer	Practitioner
ContractTermAction	performer	Device
ContractTermAction	performer	Patient
ContractTermAction	performer	PractitionerRole
ContractTermAction	performer	RelatedPerson
ContractTermAction	performer	CareTeam
ContractTermAction	performer	Organization
ContractTermAction	performer	Location
ContractTermAction	performer	Substance
ContractTermAction	reasonReference	DocumentReference
ContractTermAction	reasonReference	DiagnosticReport
ContractTermAction	reasonReference	QuestionnaireResponse
ContractTermAction	reasonReference	Condition
ContractTermAction	reasonReference	Questionnaire
ContractTermAction	reasonReference	Observation
ContractTermAction	requester	Practitioner
ContractTermAction	requester	Device
ContractTermAction	requester	Patient
ContractTermAction	requester	PractitionerRole
ContractTermAction	requester	RelatedPerson
ContractTermAction	requester	Group
ContractTermAction	requester	Organization
ContractTermActionSubject	reference	Practitioner
ContractTermActionSubject	reference	Device
ContractTermActionSubject	reference	Patient
ContractTermActionSubject	reference	PractitionerRole
ContractTermActionSubject	reference	RelatedPerson
ContractTermActionSubject	reference	Group
ContractTermActionSubject	reference	Organization
ContractTermAsset	typeReference	Resource
ContractTermAssetContext	reference	Resource
ContractTermAssetValuedItem	entityReference	Resource
ContractTermAssetValuedItem	recipient	Practitioner
ContractTermAssetValuedItem	recipient	Patient
ContractTermAssetValuedItem	recipient	PractitionerRole
ContractTermAssetValuedItem	recipient	RelatedPerson
ContractTermAssetValuedItem	recipient	Organization
ContractTermAssetValuedItem	responsible	Practitioner
ContractTermAssetValuedItem	responsible	Patient
ContractTermAssetValuedItem	responsible	PractitionerRole
ContractTermAssetValuedItem	responsible	RelatedPerson
ContractTermAssetValuedItem	responsible	Organization
ContractTermOffer	topic	Resource
ContractTermOfferAnswer	valueReference	Resource
ContractTermOfferParty	reference	Practitioner
ContractTermOfferParty	reference	Device
ContractTermOfferParty	reference	Patient
ContractTermOfferParty	reference	PractitionerRole
ContractTermOfferParty	reference	RelatedPerson
ContractTermOfferParty	reference	Group
ContractTermOfferParty	reference	Organization
Coverage	beneficiary	Patient
Coverage	contract	Contract
Coverage	payor	RelatedPerson
Coverage	payor	Organization
Coverage	payor	Patient
Coverage	policyHolder	Organization
Coverage	policyHolder	RelatedPerson
Coverage	policyHolder	Patient
Coverage	subscriber	RelatedPerson
Coverage	subscriber	Patient
CoverageEligibilityRequest	enterer	Practitioner
CoverageEligibilityRequest	enterer	PractitionerRole
CoverageEligibilityRequest	facility	Location
CoverageEligibilityRequest	insurer	Organization
CoverageEligibilityRequest	patient	Patient
CoverageEligibilityRequest	provider	Practitioner
CoverageEligibilityRequest	provider	PractitionerRole
CoverageEligibilityRequest	provider	Organization
CoverageEligibilityRequestInsurance	coverage	Coverage
CoverageEligibilityRequestItem	detail	Resource
CoverageEligibilityRequestItem	facility	Location
CoverageEligibilityRequestItem	facility	Organization
CoverageEligibilityRequestItem	provider	Practitioner
CoverageEligibilityRequestItem	provider	PractitionerRole
CoverageEligibilityRequestItemDiagnosis	diagnosisReference	Condition
CoverageEligibilityRequestSupportingInfo	information	Resource
CoverageEligibilityResponse	insurer	Organization
CoverageEligibilityResponse	patient	Patient
CoverageEligibilityResponse	request	CoverageEligibilityRequest
CoverageEligibilityResponse	requestor	Practitioner
CoverageEligibilityResponse	requestor	PractitionerRole
CoverageEligibilityResponse	requestor	Organization
CoverageEligibilityResponseInsurance	coverage	Coverage
CoverageEligibilityResponseInsuranceItem	provider	Practitioner
CoverageEligibilityResponseInsuranceItem	provider	PractitionerRole
DataRequirement	profile	StructureDefinition
DataRequirement	subjectReference	Group
DataRequirementCodeFilter	valueSet	ValueSet
DetectedIssue	author	Practitioner
DetectedIssue	author	PractitionerRole
DetectedIssue	author	Device
DetectedIssue	implicated	Resource
DetectedIssue	patient	Patient
DetectedIssueEvidence	detail	Resource
DetectedIssueMitigation	author	Practitioner
DetectedIssueMitigation	author	PractitionerRole
Device	definition	DeviceDefinition
Device	location	Location
Device	owner	Organization
Device	parent	Device
Device	patient	Patient
DeviceDefinition	manufacturerReference	Organization
DeviceDefinition	owner	Organization
DeviceDefinition	parentDevice	DeviceDefinition
DeviceMetric	parent	Device
DeviceMetric	source	Device
DeviceRequest	basedOn	Resource
DeviceRequest	codeReference	Device
DeviceRequest	encounter	Encounter
DeviceRequest	instantiatesCanonical	PlanDefinition
DeviceRequest	instantiatesCanonical	ActivityDefinition
DeviceRequest	insurance	Coverage
DeviceRequest	insurance	ClaimResponse
DeviceRequest	performer	Practitioner
DeviceRequest	performer	Device
DeviceRequest	performer	Patient
DeviceRequest	performer	PractitionerRole
DeviceRequest	performer	Organization
DeviceRequest	performer	CareTeam
DeviceRequest	performer	RelatedPerson
DeviceRequest	performer	HealthcareService
DeviceRequest	priorRequest	Resource
DeviceRequest	reasonReference	Condition
DeviceRequest	reasonReference	DocumentReference
DeviceRequest	reasonReference	DiagnosticReport
DeviceRequest	reasonReference	Observation
DeviceRequest	relevantHistory	Provenance
DeviceRequest	requester	Practitioner
DeviceRequest	requester	PractitionerRole
DeviceRequest	requester	Device
DeviceRequest	requester	Organization
DeviceRequest	subject	Location
DeviceRequest	subject	Group
DeviceRequest	subject	Device
DeviceRequest	subject	Patient
DeviceRequest	supportingInfo	Resource
DeviceUseStatement	basedOn	ServiceRequest
DeviceUseStatement	derivedFrom	Procedure
DeviceUseStatement	derivedFrom	DocumentReference
DeviceUseStatement	derivedFrom	ServiceRequest
DeviceUseStatement	derivedFrom	QuestionnaireResponse
DeviceUseStatement	derivedFrom	Claim
DeviceUseStatement	derivedFrom	Observation
DeviceUseStatement	device	Device
DeviceUseStatement	reasonReference	DocumentReference
DeviceUseStatement	reasonReference	Media
DeviceUseStatement	reasonReference	DiagnosticReport
DeviceUseStatement	reasonReference	Condition
DeviceUseStatement	reasonReference	Observation
DeviceUseStatement	source	Practitioner
DeviceUseStatement	source	PractitionerRole
DeviceUseStatement	source	RelatedPerson
DeviceUseStatement	source	Patient
DeviceUseStatement	subject	Group
DeviceUseStatement	subject	Patient
DiagnosticReport	basedOn	ServiceRequest
DiagnosticReport	basedOn	NutritionOrder
DiagnosticReport	basedOn	MedicationRequest
DiagnosticReport	basedOn	CarePlan
DiagnosticReport	basedOn	ImmunizationRecommendation
DiagnosticReport	encounter	Encounter
DiagnosticReport	imagingStudy	ImagingStudy
DiagnosticReport	performer	Practitioner
DiagnosticReport	performer	PractitionerRole
DiagnosticReport	performer	Organization
DiagnosticReport	performer	CareTeam
DiagnosticReport	result	Observation
DiagnosticReport	resultsInterpreter	Practitioner
DiagnosticReport	resultsInterpreter	PractitionerRole
DiagnosticReport	resultsInterpreter	Organization
DiagnosticReport	resultsInterpreter	CareTeam
DiagnosticReport	specimen	Specimen
DiagnosticReport	subject	Procedure
DiagnosticReport	subject	Practitioner
DiagnosticReport	subject	Device
DiagnosticReport	subject	Patient
DiagnosticReport	subject	Group
DiagnosticReport	subject	Organization
DiagnosticReport	subject	Location
DiagnosticReport	subject	Medication
DiagnosticReport	subject	Substance
DiagnosticReportMedia	link	Media
DocumentManifest	author	Practitioner
DocumentManifest	author	Device
DocumentManifest	author	Patient
DocumentManifest	author	PractitionerRole
DocumentManifest	author	Organization
DocumentManifest	author	RelatedPerson
DocumentManifest	content	Resource
DocumentManifest	recipient	Practitioner
DocumentManifest	recipient	Patient
DocumentManifest	recipient	PractitionerRole
DocumentManifest	recipient	RelatedPerson
DocumentManifest	recipient	Organization
DocumentManifest	subject	Practitioner
DocumentManifest	subject	Group
DocumentManifest	subject	Device
DocumentManifest	subject	Patient
DocumentManifestRelated	ref	Resource
DocumentReference	authenticator	Practitioner
DocumentReference	authenticator	PractitionerRole
DocumentReference	authenticator	Organization
DocumentReference	author	Practitioner
DocumentReference	author	Device
DocumentReference	author	Patient
DocumentReference	author	PractitionerRole
DocumentReference	author	Organization
DocumentReference	author	RelatedPerson
DocumentReference	custodian	Organization
DocumentReference	subject	Practitioner
DocumentReference	subject	Group
DocumentReference	subject	Device
DocumentReference	subject	Patient
DocumentReferenceContext	encounter	Encounter
DocumentReferenceContext	encounter	EpisodeOfCare
DocumentReferenceContext	related	Resource
DocumentReferenceContext	sourcePatientInfo	Patient
DocumentReferenceRelatesTo	target	DocumentReference
ElementDefinitionBinding	valueSet	ValueSet
ElementDefinitionConstraint	source	StructureDefinition
ElementDefinitionType	profile	StructureDefinition
ElementDefinitionType	profile	ImplementationGuide
ElementDefinitionType	targetProfile	StructureDefinition
ElementDefinitionType	targetProfile	ImplementationGuide
Encounter	account	Account
Encounter	appointment	Appointment
Encounter	basedOn	ServiceRequest
Encounter	episodeOfCare	EpisodeOfCare
Encounter	partOf	Encounter
Encounter	reasonReference	Condition
Encounter	reasonReference	ImmunizationRecommendation
Encounter	reasonReference	Procedure
Encounter	reasonReference	Observation
Encounter	serviceProvider	Organization
Encounter	subject	Group
Encounter	subject	Patient
EncounterDiagnosis	condition	Condition
EncounterDiagnosis	condition	Procedure
EncounterHospitalization	destination	Location
EncounterHospitalization	destination	Organization
EncounterHospitalization	origin	Location
EncounterHospitalization	origin	Organization
EncounterLocation	location	Location
EncounterParticipant	individual	Practitioner
EncounterParticipant	individual	PractitionerRole
EncounterParticipant	individual	RelatedPerson
Endpoint	managingOrganization	Organization
EnrollmentRequest	candidate	Patient
EnrollmentRequest	coverage	Coverage
EnrollmentRequest	insurer	Organization
EnrollmentRequest	provider	Practitioner
EnrollmentRequest	provider	PractitionerRole
EnrollmentRequest	provider	Organization
EnrollmentResponse	organization	Organization
EnrollmentResponse	request	EnrollmentRequest
EnrollmentResponse	requestProvider	Practitioner
EnrollmentResponse	requestProvider	PractitionerRole
EnrollmentResponse	requestProvider	Organization
EpisodeOfCare	account	Account
EpisodeOfCare	careManager	Practitioner
EpisodeOfCare	careManager	PractitionerRole
EpisodeOfCare	managingOrganization	Organization
EpisodeOfCare	patient	Patient
EpisodeOfCare	referralRequest	ServiceRequest
EpisodeOfCare	team	CareTeam
EpisodeOfCareDiagnosis	condition	Condition
EventDefinition	subjectReference	Group
Evidence	citeAsReference	Citation
EvidenceStatisticModelCharacteristicVariable	variableDefinition	EvidenceVariable
EvidenceStatisticModelCharacteristicVariable	variableDefinition	Group
EvidenceVariableDefinition	intended	EvidenceVariable
EvidenceVariableDefinition	intended	Group
EvidenceVariableDefinition	observed	EvidenceVariable
EvidenceVariableDefinition	observed	Group
EvidenceReport	citeAsReference	Citation
EvidenceReportRelatesTo	targetReference	EvidenceReport
EvidenceReportSection	author	Organization
EvidenceReportSection	author	Group
EvidenceReportSection	author	Person
EvidenceReportSection	author	Device
EvidenceReportSection	entryReference	Resource
EvidenceReportSection	focusReference	Resource
EvidenceReportSubjectCharacteristic	valueReference	Resource
EvidenceVariableCharacteristic	definitionCanonical	Resource
EvidenceVariableCharacteristic	definitionReference	EvidenceVariable
EvidenceVariableCharacteristic	definitionReference	Group
EvidenceVariableCharacteristic	device	DeviceMetric
EvidenceVariableCharacteristic	device	Device
ExampleScenario	workflow	ExampleScenario
ExplanationOfBenefit	claim	Claim
ExplanationOfBenefit	claimResponse	ClaimResponse
ExplanationOfBenefit	enterer	Practitioner
ExplanationOfBenefit	enterer	PractitionerRole
ExplanationOfBenefit	facility	Location
ExplanationOfBenefit	insurer	Organization
ExplanationOfBenefit	originalPrescription	MedicationRequest
ExplanationOfBenefit	patient	Patient
ExplanationOfBenefit	prescription	MedicationRequest
ExplanationOfBenefit	prescription	VisionPrescription
ExplanationOfBenefit	provider	Practitioner
ExplanationOfBenefit	provider	PractitionerRole
ExplanationOfBenefit	provider	Organization
ExplanationOfBenefit	referral	ServiceRequest
ExplanationOfBenefitAccident	locationReference	Location
ExplanationOfBenefitAddItem	locationReference	Location
ExplanationOfBenefitAddItem	provider	Practitioner
ExplanationOfBenefitAddItem	provider	PractitionerRole
ExplanationOfBenefitAddItem	provider	Organization
ExplanationOfBenefitCareTeam	provider	Practitioner
ExplanationOfBenefitCareTeam	provider	PractitionerRole
ExplanationOfBenefitCareTeam	provider	Organization
ExplanationOfBenefitDiagnosis	diagnosisReference	Condition
ExplanationOfBenefitInsurance	coverage	Coverage
ExplanationOfBenefitItem	encounter	Encounter
ExplanationOfBenefitItem	locationReference	Location
ExplanationOfBenefitItem	udi	Device
ExplanationOfBenefitItemDetail	udi	Device
ExplanationOfBenefitItemDetailSubDetail	udi	Device
ExplanationOfBenefitPayee	party	Practitioner
ExplanationOfBenefitPayee	party	Patient
ExplanationOfBenefitPayee	party	PractitionerRole
ExplanationOfBenefitPayee	party	RelatedPerson
ExplanationOfBenefitPayee	party	Organization
ExplanationOfBenefitProcedure	procedureReference	Procedure
ExplanationOfBenefitProcedure	udi	Device
ExplanationOfBenefitRelated	claim	Claim
ExplanationOfBenefitSupportingInfo	valueReference	Resource
FamilyMemberHistory	instantiatesCanonical	ActivityDefinition
FamilyMemberHistory	instantiatesCanonical	PlanDefinition
FamilyMemberHistory	instantiatesCanonical	Measure
FamilyMemberHistory	instantiatesCanonical	Questionnaire
FamilyMemberHistory	instantiatesCanonical	OperationDefinition
FamilyMemberHistory	patient	Patient
FamilyMemberHistory	reasonReference	DocumentReference
FamilyMemberHistory	reasonReference	DiagnosticReport
FamilyMemberHistory	reasonReference	QuestionnaireResponse
FamilyMemberHistory	reasonReference	Condition
FamilyMemberHistory	reasonReference	AllergyIntolerance
FamilyMemberHistory	reasonReference	Observation
Flag	author	Practitioner
Flag	author	Device
Flag	author	Patient
Flag	author	PractitionerRole
Flag	author	Organization
Flag	encounter	Encounter
Flag	subject	Procedure
Flag	subject	Practitioner
Flag	subject	Patient
Flag	subject	Group
Flag	subject	Organization
Flag	subject	PlanDefinition
Flag	subject	Location
Flag	subject	Medication
Goal	addresses	ServiceRequest
Goal	addresses	Observation
Goal	addresses	NutritionOrder
Goal	addresses	Condition
Goal	addresses	RiskAssessment
Goal	addresses	MedicationStatement
Goal	expressedBy	Practitioner
Goal	expressedBy	PractitionerRole
Goal	expressedBy	RelatedPerson
Goal	expressedBy	Patient
Goal	outcomeReference	Observation
Goal	subject	Group
Goal	subject	Organization
Goal	subject	Patient
GraphDefinition	profile	StructureDefinition
GraphDefinitionLinkTarget	profile	StructureDefinition
Group	managingEntity	Practitioner
Group	managingEntity	PractitionerRole
Group	managingEntity	Organization
Group	managingEntity	RelatedPerson
GroupMember	entity	Practitioner
GroupMember	entity	Device
GroupMember	entity	Patient
GroupMember	entity	PractitionerRole
GroupMember	entity	RelatedPerson
GroupMember	entity	Group
GroupMember	entity	Medication
GroupMember	entity	Substance
GuidanceResponse	encounter	Encounter
GuidanceResponse	evaluationMessage	OperationOutcome
GuidanceResponse	outputParameters	Parameters
GuidanceResponse	performer	Device
GuidanceResponse	reasonReference	Condition
GuidanceResponse	reasonReference	DocumentReference
GuidanceResponse	reasonReference	DiagnosticReport
GuidanceResponse	reasonReference	Observation
GuidanceResponse	result	RequestGroup
GuidanceResponse	result	CarePlan
GuidanceResponse	subject	Group
GuidanceResponse	subject	Patient
HealthcareService	coverageArea	Location
HealthcareService	endpoint	Endpoint
HealthcareService	location	Location
HealthcareService	providedBy	Organization
Identifier	assigner	Organization
ImagingStudy	basedOn	ServiceRequest
ImagingStudy	basedOn	AppointmentResponse
ImagingStudy	basedOn	CarePlan
ImagingStudy	basedOn	Appointment
ImagingStudy	basedOn	Task
ImagingStudy	encounter	Encounter
ImagingStudy	endpoint	Endpoint
ImagingStudy	interpreter	Practitioner
ImagingStudy	interpreter	PractitionerRole
ImagingStudy	location	Location
ImagingStudy	procedureReference	Procedure
ImagingStudy	reasonReference	DocumentReference
ImagingStudy	reasonReference	Media
ImagingStudy	reasonReference	DiagnosticReport
ImagingStudy	reasonReference	Condition
ImagingStudy	reasonReference	Observation
ImagingStudy	referrer	Practitioner
ImagingStudy	referrer	PractitionerRole
ImagingStudy	subject	Group
ImagingStudy	subject	Device
ImagingStudy	subject	Patient
ImagingStudySeries	endpoint	Endpoint
ImagingStudySeries	specimen	Specimen
ImagingStudySeriesPerformer	actor	Practitioner
ImagingStudySeriesPerformer	actor	Device
ImagingStudySeriesPerformer	actor	Patient
ImagingStudySeriesPerformer	actor	PractitionerRole
ImagingStudySeriesPerformer	actor	Organization
